x,sex,indicator,l,m,s,source
28.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,90.41200000,0.03642000,WHO2006
28.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,89.10040000,0.03851000,WHO2006
28.00000000,MALE,WEIGHT_FOR_AGE,-0.03370000,12.93030000,0.11664000,WHO2006
28.00000000,FEMALE,WEIGHT_FOR_AGE,-0.30570000,12.30590000,0.12506000,WHO2006
28.00000000,MALE,BMI_FOR_AGE,-0.48500000,15.86670000,0.07818000,WHO2006
28.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.57770000,0.08444000,WHO2006
29.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,91.18280000,0.03674000,WHO2006
29.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,89.89910000,0.03872000,WHO2006
29.00000000,MALE,WEIGHT_FOR_AGE,-0.03850000,13.11690000,0.11723000,WHO2006
29.00000000,FEMALE,WEIGHT_FOR_AGE,-0.30800000,12.50730000,0.12545000,WHO2006
29.00000000,MALE,BMI_FOR_AGE,-0.45520000,15.83060000,0.07829000,WHO2006
29.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.55230000,0.08443000,WHO2006
30.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,91.93270000,0.03704000,WHO2006
30.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,90.67970000,0.03893000,WHO2006
30.00000000,MALE,WEIGHT_FOR_AGE,-0.04310000,13.30000000,0.11781000,WHO2006
30.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31010000,12.70550000,0.12587000,WHO2006
30.00000000,MALE,BMI_FOR_AGE,-0.42740000,15.79530000,0.07841000,WHO2006
30.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.52760000,0.08444000,WHO2006
31.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,92.66310000,0.03733000,WHO2006
31.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,91.44300000,0.03913000,WHO2006
31.00000000,MALE,WEIGHT_FOR_AGE,-0.04760000,13.47980000,0.11839000,WHO2006
31.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31200000,12.90060000,0.12633000,WHO2006
31.00000000,MALE,BMI_FOR_AGE,-0.40160000,15.76060000,0.07854000,WHO2006
31.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.50340000,0.08448000,WHO2006
32.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,93.37530000,0.03761000,WHO2006
32.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,92.19060000,0.03933000,WHO2006
32.00000000,MALE,WEIGHT_FOR_AGE,-0.05200000,13.65670000,0.11896000,WHO2006
32.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31380000,13.09300000,0.12683000,WHO2006
32.00000000,MALE,BMI_FOR_AGE,-0.37820000,15.72670000,0.07867000,WHO2006
32.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.47980000,0.08455000,WHO2006
33.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,94.07110000,0.03787000,WHO2006
33.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,92.92390000,0.03952000,WHO2006
33.00000000,MALE,WEIGHT_FOR_AGE,-0.05640000,13.83090000,0.11953000,WHO2006
33.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31550000,13.28370000,0.12737000,WHO2006
33.00000000,MALE,BMI_FOR_AGE,-0.35720000,15.69340000,0.07882000,WHO2006
33.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.45720000,0.08467000,WHO2006
34.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,94.75320000,0.03812000,WHO2006
34.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,93.64440000,0.03971000,WHO2006
34.00000000,MALE,WEIGHT_FOR_AGE,-0.06060000,14.00310000,0.12008000,WHO2006
34.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31710000,13.47310000,0.12794000,WHO2006
34.00000000,MALE,BMI_FOR_AGE,-0.33880000,15.66100000,0.07897000,WHO2006
34.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.43560000,0.08484000,WHO2006
35.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,95.42360000,0.03836000,WHO2006
35.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,94.35330000,0.03989000,WHO2006
35.00000000,MALE,WEIGHT_FOR_AGE,-0.06480000,14.17360000,0.12062000,WHO2006
35.00000000,FEMALE,WEIGHT_FOR_AGE,-0.31860000,13.66180000,0.12855000,WHO2006
35.00000000,MALE,BMI_FOR_AGE,-0.32310000,15.62940000,0.07914000,WHO2006
35.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.41550000,0.08506000,WHO2006
36.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,96.08350000,0.03858000,WHO2006
36.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,95.05150000,0.04006000,WHO2006
36.00000000,MALE,WEIGHT_FOR_AGE,-0.06890000,14.34290000,0.12116000,WHO2006
36.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32010000,13.85030000,0.12919000,WHO2006
36.00000000,MALE,BMI_FOR_AGE,-0.31010000,15.59880000,0.07931000,WHO2006
36.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.39680000,0.08535000,WHO2006
37.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,96.73370000,0.03879000,WHO2006
37.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,95.73990000,0.04024000,WHO2006
37.00000000,MALE,WEIGHT_FOR_AGE,-0.07290000,14.51130000,0.12168000,WHO2006
37.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32160000,14.03850000,0.12988000,WHO2006
37.00000000,MALE,BMI_FOR_AGE,-0.30000000,15.56930000,0.07950000,WHO2006
37.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.37960000,0.08569000,WHO2006
38.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,97.37490000,0.03900000,WHO2006
38.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,96.41870000,0.04041000,WHO2006
38.00000000,MALE,WEIGHT_FOR_AGE,-0.07690000,14.67910000,0.12220000,WHO2006
38.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32300000,14.22650000,0.13059000,WHO2006
38.00000000,MALE,BMI_FOR_AGE,-0.29270000,15.54100000,0.07969000,WHO2006
38.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.36380000,0.08609000,WHO2006
39.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,98.00730000,0.03919000,WHO2006
39.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,97.08850000,0.04057000,WHO2006
39.00000000,MALE,WEIGHT_FOR_AGE,-0.08080000,14.84660000,0.12271000,WHO2006
39.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32430000,14.41400000,0.13135000,WHO2006
39.00000000,MALE,BMI_FOR_AGE,-0.28840000,15.51400000,0.07990000,WHO2006
39.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.34930000,0.08654000,WHO2006
40.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,98.63100000,0.03937000,WHO2006
40.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,97.74930000,0.04073000,WHO2006
40.00000000,MALE,WEIGHT_FOR_AGE,-0.08460000,15.01400000,0.12322000,WHO2006
40.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32570000,14.60100000,0.13213000,WHO2006
40.00000000,MALE,BMI_FOR_AGE,-0.28690000,15.48850000,0.08012000,WHO2006
40.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.33580000,0.08704000,WHO2006
41.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,99.24590000,0.03954000,WHO2006
41.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,98.40150000,0.04089000,WHO2006
41.00000000,MALE,WEIGHT_FOR_AGE,-0.08830000,15.18130000,0.12373000,WHO2006
41.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32700000,14.78730000,0.13293000,WHO2006
41.00000000,MALE,BMI_FOR_AGE,-0.28810000,15.46450000,0.08036000,WHO2006
41.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.32330000,0.08757000,WHO2006
42.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,99.85150000,0.03971000,WHO2006
42.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,99.04480000,0.04105000,WHO2006
42.00000000,MALE,WEIGHT_FOR_AGE,-0.09200000,15.34860000,0.12425000,WHO2006
42.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32830000,14.97270000,0.13376000,WHO2006
42.00000000,MALE,BMI_FOR_AGE,-0.29190000,15.44200000,0.08061000,WHO2006
42.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.31160000,0.08813000,WHO2006
43.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,100.44850000,0.03986000,WHO2006
43.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,99.67950000,0.04120000,WHO2006
43.00000000,MALE,WEIGHT_FOR_AGE,-0.09570000,15.51580000,0.12478000,WHO2006
43.00000000,FEMALE,WEIGHT_FOR_AGE,-0.32960000,15.15730000,0.13460000,WHO2006
43.00000000,MALE,BMI_FOR_AGE,-0.29810000,15.42100000,0.08087000,WHO2006
43.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.30070000,0.08872000,WHO2006
44.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,101.03740000,0.04002000,WHO2006
44.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,100.30580000,0.04135000,WHO2006
44.00000000,MALE,WEIGHT_FOR_AGE,-0.09930000,15.68280000,0.12531000,WHO2006
44.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33090000,15.34100000,0.13545000,WHO2006
44.00000000,MALE,BMI_FOR_AGE,-0.30670000,15.40130000,0.08115000,WHO2006
44.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.29050000,0.08931000,WHO2006
45.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,101.61860000,0.04016000,WHO2006
45.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,100.92380000,0.04150000,WHO2006
45.00000000,MALE,WEIGHT_FOR_AGE,-0.10280000,15.84970000,0.12586000,WHO2006
45.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33220000,15.52400000,0.13630000,WHO2006
45.00000000,MALE,BMI_FOR_AGE,-0.31740000,15.38270000,0.08144000,WHO2006
45.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.28140000,0.08991000,WHO2006
46.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,102.19330000,0.04031000,WHO2006
46.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,101.53370000,0.04164000,WHO2006
46.00000000,MALE,WEIGHT_FOR_AGE,-0.10630000,16.01630000,0.12643000,WHO2006
46.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33350000,15.70640000,0.13716000,WHO2006
46.00000000,MALE,BMI_FOR_AGE,-0.33030000,15.36520000,0.08174000,WHO2006
46.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.27320000,0.09051000,WHO2006
47.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,102.76250000,0.04045000,WHO2006
47.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,102.13600000,0.04179000,WHO2006
47.00000000,MALE,WEIGHT_FOR_AGE,-0.10970000,16.18270000,0.12700000,WHO2006
47.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33480000,15.88820000,0.13800000,WHO2006
47.00000000,MALE,BMI_FOR_AGE,-0.34520000,15.34850000,0.08205000,WHO2006
47.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.26610000,0.09110000,WHO2006
48.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,103.32730000,0.04059000,WHO2006
48.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,102.73120000,0.04193000,WHO2006
48.00000000,MALE,WEIGHT_FOR_AGE,-0.11310000,16.34890000,0.12759000,WHO2006
48.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33610000,16.06970000,0.13884000,WHO2006
48.00000000,MALE,BMI_FOR_AGE,-0.36220000,15.33260000,0.08238000,WHO2006
48.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.26020000,0.09168000,WHO2006
49.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,103.88860000,0.04073000,WHO2006
49.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,103.31970000,0.04206000,WHO2006
49.00000000,MALE,WEIGHT_FOR_AGE,-0.11650000,16.51500000,0.12819000,WHO2006
49.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33740000,16.25110000,0.13968000,WHO2006
49.00000000,MALE,BMI_FOR_AGE,-0.38110000,15.31740000,0.08272000,WHO2006
49.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25560000,0.09227000,WHO2006
50.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,104.44730000,0.04086000,WHO2006
50.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,103.90210000,0.04220000,WHO2006
50.00000000,MALE,WEIGHT_FOR_AGE,-0.11980000,16.68110000,0.12880000,WHO2006
50.00000000,FEMALE,WEIGHT_FOR_AGE,-0.33870000,16.43220000,0.14051000,WHO2006
50.00000000,MALE,BMI_FOR_AGE,-0.40190000,15.30290000,0.08307000,WHO2006
50.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25230000,0.09286000,WHO2006
51.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,105.00410000,0.04100000,WHO2006
51.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,104.47860000,0.04233000,WHO2006
51.00000000,MALE,WEIGHT_FOR_AGE,-0.12300000,16.84710000,0.12943000,WHO2006
51.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34000000,16.61330000,0.14132000,WHO2006
51.00000000,MALE,BMI_FOR_AGE,-0.42450000,15.28910000,0.08343000,WHO2006
51.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25030000,0.09345000,WHO2006
52.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,105.55960000,0.04113000,WHO2006
52.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,105.04940000,0.04246000,WHO2006
52.00000000,MALE,WEIGHT_FOR_AGE,-0.12620000,17.01320000,0.13005000,WHO2006
52.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34140000,16.79420000,0.14213000,WHO2006
52.00000000,MALE,BMI_FOR_AGE,-0.44880000,15.27590000,0.08380000,WHO2006
52.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.24960000,0.09403000,WHO2006
53.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,106.11380000,0.04126000,WHO2006
53.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,105.61480000,0.04259000,WHO2006
53.00000000,MALE,WEIGHT_FOR_AGE,-0.12940000,17.17920000,0.13069000,WHO2006
53.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34270000,16.97480000,0.14293000,WHO2006
53.00000000,MALE,BMI_FOR_AGE,-0.47470000,15.26330000,0.08418000,WHO2006
53.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25020000,0.09460000,WHO2006
54.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,106.66680000,0.04139000,WHO2006
54.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,106.17480000,0.04272000,WHO2006
54.00000000,MALE,WEIGHT_FOR_AGE,-0.13250000,17.34520000,0.13133000,WHO2006
54.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34400000,17.15510000,0.14371000,WHO2006
54.00000000,MALE,BMI_FOR_AGE,-0.50190000,15.25140000,0.08457000,WHO2006
54.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25190000,0.09515000,WHO2006
55.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,107.21880000,0.04152000,WHO2006
55.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,106.72950000,0.04285000,WHO2006
55.00000000,MALE,WEIGHT_FOR_AGE,-0.13560000,17.51110000,0.13197000,WHO2006
55.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34530000,17.33470000,0.14448000,WHO2006
55.00000000,MALE,BMI_FOR_AGE,-0.53030000,15.24000000,0.08496000,WHO2006
55.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25440000,0.09568000,WHO2006
56.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,107.76970000,0.04165000,WHO2006
56.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,107.27880000,0.04298000,WHO2006
56.00000000,MALE,WEIGHT_FOR_AGE,-0.13870000,17.67680000,0.13261000,WHO2006
56.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34660000,17.51360000,0.14525000,WHO2006
56.00000000,MALE,BMI_FOR_AGE,-0.55990000,15.22910000,0.08536000,WHO2006
56.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.25750000,0.09618000,WHO2006
57.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,108.31980000,0.04177000,WHO2006
57.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,107.82270000,0.04310000,WHO2006
57.00000000,MALE,WEIGHT_FOR_AGE,-0.14170000,17.84220000,0.13325000,WHO2006
57.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34790000,17.69160000,0.14600000,WHO2006
57.00000000,MALE,BMI_FOR_AGE,-0.59050000,15.21880000,0.08577000,WHO2006
57.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.26120000,0.09665000,WHO2006
58.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,108.86890000,0.04190000,WHO2006
58.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,108.36130000,0.04322000,WHO2006
58.00000000,MALE,WEIGHT_FOR_AGE,-0.14470000,18.00730000,0.13389000,WHO2006
58.00000000,FEMALE,WEIGHT_FOR_AGE,-0.34920000,17.86860000,0.14675000,WHO2006
58.00000000,MALE,BMI_FOR_AGE,-0.62230000,15.20910000,0.08617000,WHO2006
58.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.26530000,0.09709000,WHO2006
59.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,109.41700000,0.04202000,WHO2006
59.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,108.89480000,0.04334000,WHO2006
59.00000000,MALE,WEIGHT_FOR_AGE,-0.14770000,18.17220000,0.13453000,WHO2006
59.00000000,FEMALE,WEIGHT_FOR_AGE,-0.35050000,18.04450000,0.14748000,WHO2006
59.00000000,MALE,BMI_FOR_AGE,-0.65520000,15.20000000,0.08659000,WHO2006
59.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.26980000,0.09750000,WHO2006
60.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,109.96380000,0.04214000,WHO2006
60.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,109.42330000,0.04347000,WHO2006
60.00000000,MALE,WEIGHT_FOR_AGE,-0.15060000,18.33660000,0.13517000,WHO2006
60.00000000,FEMALE,WEIGHT_FOR_AGE,-0.35180000,18.21930000,0.14821000,WHO2006
60.00000000,MALE,BMI_FOR_AGE,-0.68920000,15.19160000,0.08700000,WHO2006
60.00000000,FEMALE,BMI_FOR_AGE,-0.56840000,15.27470000,0.09789000,WHO2006
61.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,110.26470000,0.04164000,WHO2007
61.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,109.60160000,0.04355000,WHO2007
61.00000000,MALE,WEIGHT_FOR_AGE,-0.20260000,18.50570000,0.12988000,WHO2007
61.00000000,FEMALE,WEIGHT_FOR_AGE,-0.46810000,18.25790000,0.14295000,WHO2007
61.00000000,MALE,BMI_FOR_AGE,-0.73870000,15.26410000,0.08390000,WHO2007
61.00000000,FEMALE,BMI_FOR_AGE,-0.88860000,15.24410000,0.09692000,WHO2007
62.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,110.80060000,0.04172000,WHO2007
62.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,110.12580000,0.04364000,WHO2007
62.00000000,MALE,WEIGHT_FOR_AGE,-0.21300000,18.68020000,0.13028000,WHO2007
62.00000000,FEMALE,WEIGHT_FOR_AGE,-0.47110000,18.43290000,0.14350000,WHO2007
62.00000000,MALE,BMI_FOR_AGE,-0.76210000,15.26160000,0.08414000,WHO2007
62.00000000,FEMALE,BMI_FOR_AGE,-0.90680000,15.24340000,0.09738000,WHO2007
63.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,111.33380000,0.04180000,WHO2007
63.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,110.64510000,0.04373000,WHO2007
63.00000000,MALE,WEIGHT_FOR_AGE,-0.22340000,18.85630000,0.13067000,WHO2007
63.00000000,FEMALE,WEIGHT_FOR_AGE,-0.47420000,18.60730000,0.14404000,WHO2007
63.00000000,MALE,BMI_FOR_AGE,-0.78560000,15.26040000,0.08439000,WHO2007
63.00000000,FEMALE,BMI_FOR_AGE,-0.92480000,15.24330000,0.09783000,WHO2007
64.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,111.86360000,0.04187000,WHO2007
64.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,111.15960000,0.04382000,WHO2007
64.00000000,MALE,WEIGHT_FOR_AGE,-0.23380000,19.03400000,0.13105000,WHO2007
64.00000000,FEMALE,WEIGHT_FOR_AGE,-0.47730000,18.78110000,0.14459000,WHO2007
64.00000000,MALE,BMI_FOR_AGE,-0.80890000,15.26050000,0.08464000,WHO2007
64.00000000,FEMALE,BMI_FOR_AGE,-0.94270000,15.24380000,0.09829000,WHO2007
65.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,112.38950000,0.04195000,WHO2007
65.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,111.66960000,0.04390000,WHO2007
65.00000000,MALE,WEIGHT_FOR_AGE,-0.24430000,19.21320000,0.13142000,WHO2007
65.00000000,FEMALE,WEIGHT_FOR_AGE,-0.48030000,18.95450000,0.14514000,WHO2007
65.00000000,MALE,BMI_FOR_AGE,-0.83220000,15.26190000,0.08490000,WHO2007
65.00000000,FEMALE,BMI_FOR_AGE,-0.96050000,15.24480000,0.09875000,WHO2007
66.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,112.91100000,0.04203000,WHO2007
66.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,112.17530000,0.04399000,WHO2007
66.00000000,MALE,WEIGHT_FOR_AGE,-0.25480000,19.39400000,0.13178000,WHO2007
66.00000000,FEMALE,WEIGHT_FOR_AGE,-0.48340000,19.12760000,0.14569000,WHO2007
66.00000000,MALE,BMI_FOR_AGE,-0.85540000,15.26450000,0.08516000,WHO2007
66.00000000,FEMALE,BMI_FOR_AGE,-0.97800000,15.24640000,0.09920000,WHO2007
67.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,113.42800000,0.04211000,WHO2007
67.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,112.67670000,0.04407000,WHO2007
67.00000000,MALE,WEIGHT_FOR_AGE,-0.26530000,19.57650000,0.13213000,WHO2007
67.00000000,FEMALE,WEIGHT_FOR_AGE,-0.48640000,19.30040000,0.14624000,WHO2007
67.00000000,MALE,BMI_FOR_AGE,-0.87850000,15.26840000,0.08543000,WHO2007
67.00000000,FEMALE,BMI_FOR_AGE,-0.99540000,15.24870000,0.09966000,WHO2007
68.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,113.94100000,0.04218000,WHO2007
68.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,113.17400000,0.04415000,WHO2007
68.00000000,MALE,WEIGHT_FOR_AGE,-0.27580000,19.76070000,0.13246000,WHO2007
68.00000000,FEMALE,WEIGHT_FOR_AGE,-0.48940000,19.47300000,0.14679000,WHO2007
68.00000000,MALE,BMI_FOR_AGE,-0.90150000,15.27370000,0.08570000,WHO2007
68.00000000,FEMALE,BMI_FOR_AGE,-1.01260000,15.25160000,0.10012000,WHO2007
69.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,114.45000000,0.04226000,WHO2007
69.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,113.66720000,0.04423000,WHO2007
